"","score","text","level.score","level.text"
"334",  2," oh believe me we are going to be reflecting all right how to get you out of an office you dont deserve to be in in the first place",Positive,NA
"335",  1," you were better suited to screwing models go home",Positive,NA
"336",  2," get your facts straight skippy you repealed these protections celebratingpresidents",Positive,NA
"337",  5," i just watched omarosa on big brother spill the skeletons of what its like to work in your wh looks like a real tight ship youre running over there",Positive,NA
"338",  3," hilarious  pretty sure she isnt worried about the toddler in the wh  she actually has a billion dollars  happy presidents day president obama the country misses you",Positive,NA
"339",  7," the russians did not deliberately assist in a trump victory over clinton they like most others assumed clinton was going to win so they appeared to assist trump sanders  to screw with clinton in hindsight it was merely an improbable windfall",Positive,NA
"340",  1," getting over trump is like getting over a really bad hangover",Positive,NA
"341",  1," happy presidents day",Positive,NA
"342", -1," its not as if we werent warned ",Negative,NA
"343", -1," insecure projection",Negative,NA
"344",  1,"  is more of a hero than you could ever be your envy and jealousy on full display ",Positive,NA
"345", -1," oprah is far from insecure you are talking about yourself",Negative,NA
"346", -1,"  what about mexican interference are we going to sanction them",Negative,NA
"347",  0," lets reflect on if you are direct descendant of adolf hitler and his cousin",Neutral,NA
"348",  3," happy presidents day mr president thank you for your service",Positive,NA
"349",  3," good idea  happy presidents day to former president obama",Positive,NA
"350",  1," i double dog dare you to repeat this under oath",Positive,NA
"351",  8," happy presidents day president donald j trump so glad youre my president im so glad you ran and im so glad youre putting america first because america is so divided because of russia liberals thank you for making america great again",Positive,NA
"352",  0," oprah should keep her other job she sucked at  minutes",Neutral,NA
"353",  0," bob mueller has made that possible",Neutral,NA
"354", -1," pretty sure they would like to shove your condolences up your fat ass",Negative,NA
"355",  0," reflecting ",Neutral,NA
"356",  2," all news media covered this but you only watch fox do you think that planning to corrupt the usa democratic process sprung up over night no it took planning not surprised they started in   not surprised they knew you would run in  with your ties to russiacollusion",Positive,NA
"357",  1," i agree oprah has been inconsistent over the years and i dont care how much money she has",Positive,NA
"358",  1," trump melania donald trump jr ivanka kushner eric trump  tiffany reflect on this picture the teens of america spread on the ground in protest to you greedy treasonous trumps gold spoon feeding yourselves with putins russian nra campaign multi million dollar hacking spy ring ",Positive,NA
"359",  2," try bring reflective yourself for once you probably dont even know how to begin did one of your comrades tell you to say that",Positive,NA
"360", -1," did oprah get under your insecure orange skin ",Negative,NA
"361",  2," the basics  fucking for real  the basics huh  well be proud when your locked up",Positive,NA
"362",  0," go f yourself",Neutral,NA
"363", -1," what the fuck are you talking about democrats have been vigorously demanding gun control legislation for years while you  the other gop lawmakers receiving millions in nra blood money are happy sending bullshit thoughts  prayers  talking about how its  too soon to",Negative,NA
"364",  2,"  general mc master can speak for himself",Positive,NA
"365", -1," you sound like youre becoming more unglued by the second newsflash when you attack other people as insecure youre the one who comes off that way bozo stfu and dd resist dotard bluewave",Negative,NA
"366",  0," the vested elite is insecure because they know votes are with the  they put an end to their exploitation by elite for their fineries and mansions and showy philanthropy they do to soothe their guilt",Neutral,NA
"367", -1," ass",Negative,NA
"368",  1," i will  ",Positive,NA
"369",  3," thank you mr president trump train army  we are with you  ",Positive,NA
"370", -3," it didnt take very long ive reflectedand i conclude that you are the most incompetent most embarrassing and most lacking in class  dignityof all of the presidents in us history",Negative,NA
"371",  1," they are laughing their asses off at you and how powerless you are in defending democracy  why havent you enacted the russian sanctions  and where are your tax returns   you owe us the answers to both although we already know the answer ur compromised",Positive,NA
"372", -3," obama did something he imposed sanctions on russia for meddling in our elections you colluded with russia to lift the sanctions and the proof you still wont impose sanctions ever after you signed the bill congress passed proof you are a treasonous traitor colluder wenemy",Negative,NA
"373", -1," insecurethisis ironic",Negative,NA
"374",  2," so in summary  someone you used to praise said something you didnt like therefore she has to be attacked by you  predictabletrump",Positive,NA
"375",  1," reflective on how shitty of a job youre doing",Positive,NA
"376",  0," plan on it we comin for u",Neutral,NA
"377", -1," seriously how much tv did you watch yesterday",Negative,NA
"378",  2," so thankful for our president  maga",Positive,NA
"379",  0," very reflective of mass murder in florida and numerous russian indictments   hey thats enough lets go golfing",Neutral,NA
"380", -7," your the  pound dumb ass talking nonsense everyday when your taking a shit on toilet bowl  you douchbag",Negative,NA
