"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -2," you are the only crooked person paying prostitutes while you were married and lying about all of the accomplishments you have made you really have issues the nerve of you calling someone crooked that  u paid for sex was crooked",Negative,
  0," what about podesta when someone spilled the beans about the dnc did that not take away some votes from hillary clinton ijs",Neutral,
 -1," you are a moron",Negative,
 -2," keep lying nobody believes a word from such pathetic vile pos",Negative,
 -1," you are pathetic",Negative,
 -1," again what in the hedouble hockey sticks are you focusing on ill tell you you are focusing on yourself you are not focusing on tangible ways to prevent attacks from happening again i have to ask why sadly the answers i come up with tell me you are not fit to lead us",Negative,
 -2," ya all fake conspiracy theories how about a fake president",Negative,
 -2," oh i think he knew exactly what he was saying  every single word  and he omitted nothing gigs up donny johnny your panic stricken tweets are showing your weakness ticktock muellertime dotardtrump",Negative,
 -2," i hear you president trumpjust a bunch of haters trying to sabotage your presidency because off all of the naysayers who expected you to lose the election i am a  year army air force veteran  i voted for you and i am glad i did i would vote for you again",Negative,
  0," fake president cry out we kno u had help from the russians lil donni j",Neutral,
 -5," wow the big fat lie man who minimizes people by calling them little is a big fat cheating lier himself",Negative,
 -2," you know thats wrong whos telling you to lie no matter what its the kremlin and your commrad putin",Negative,
 -2," he didnt forget you are the one with dementia does this moca test that you struggled with bring you nightmares just looking at it ",Negative,
 -2," shut up you lying jerk",Negative,
  0," why  no indictments on soros google and hillaryobama and israel for  creating fake civil wars in the middle east and ukraine in order to  create choas and install isis everywhere and mportation of refugees from the countries they themselves  orchestrated the destruction of",Neutral,
 -1," because hes not gonna lie for you",Negative,
  0," the dog of america ",Neutral,
 -1," pathetic",Negative,
  1," you should have reminded him  hopefully he saw this tweet",Positive,
  2," i wish you had the presence of mind to step back and take a good look at your behavior but you are so mired in your own chaotic head that you cant even perceive yourself in the way that we are forced to view you failure",Positive,
 -5," give it up you sad pathetic insecure paranoid liar",Negative,
  2,"  we the people stand with you mr president happy presidents day",Positive,
 -3," mcmaster didnt want to make false conclusions from the indictment you and your small mind have no problem doing so",Negative,
  2," absolutely they are so shady and really deserve to be brought to justice we the american people love you and your resiliannce i am so sickened the way you and your familyare treated by these washed up hags and liars you have so many people that love  you and have your back",Positive,
  0," wow youre really scared arent you",Neutral,
 -2," he didnt forget mr rapist he didnt say that because unlike you hes not a liar",Negative,
  0," dude you really need to learn to read",Neutral,
  1," if russia didnt do anything you would have gotten  of the vote the whole country loves you but which country am i referring to cause it not america",Positive,
  0," show us any final conclusion that says votes werent changed well be waiting traitor",Neutral,
 -2," you are an embarrassment to the officeyou have taken it to such a historically low level of performance so sad ",Negative,
  1," i doubt the general forgot to say anything i believe mcmasters is more than capable of saying exactly what he intends to say",Positive,
  0," when he is no longer president someone will compile all of his deranged tweets into a book and call it thoughts of a madman",Neutral,
  3," sweep the th floor of the fbi clean fire the head shed in miami and restore honest diligent disciple to justice",Positive,
 -1," he did not forget",Negative,
 -1," someone sounds scared hiding something",Negative,
  0," no he just spoke true facts the fact of the matter is you colluded later and are still a suspect   nra ",Neutral,
 -1," you are pathetic really justpathetic",Negative,
 -2," no   what he forgot to say is i cant believe im working for this pos that cheated on all his wives and is cheating on us with russia you wife should leave you  we the people should leave you as well",Negative,
