Sentiment_Score,Tweets,Sentiment_level.score
-1, it took u long enough the month is almost over unfortunately its a lot of african african thats not on twitter hey i got an idea how about say it publicly douche,Negative
-2, resign racist,Negative
-4, your such a pathetic faced hypocrite yellowbelly coward we know you really hate africanamericans in fact we know you hate anyone who isnt white,Negative
-1, serious who wrote that for you it certainly wasnt you,Negative
4, i remember when civil rights activists actual fought for equality however they tend to exist within the more extremeist area these days,Positive
1, we can tell you are not american go back and criticize your own people in your country you know we really dont like your kind here so why dont you get the f  k out,Positive
-1, as if you give a shit,Negative
1, charlottesville ferguson baltimore tell me not my president is that where your thoughts turned,Positive
0, duh  it is always africanamerican history month  try studying some of it,Neutral
-2, d d d d d fake president you are about as trashy as j edgar hoover now that trash,Negative
0, will this shithole ever shut the hell up,Neutral
0, so did your thoughts turn to oh lets see,Neutral
-4, little late on that little dick donald,Negative
0, looks like you managed to bribe melania to accompany you once again now that your attorney broke the nda  stormy is going to tell her story i wonder how much longer melania will be accepting your bribes for her company theres gonna be a big crash before the  elections,Neutral
-3, this racist mf got big balls hosting  posting sht he knows he hate  disgraceful mf,Negative
3, when are we going to be able to openly celebrate the contributions of caucasian americans in our country,Positive
1, incredible the walls builder,Positive
3, sounded like a polite golf clap at the end there,Positive
-4, hypocrite called black football players sons of bitches now wants to believe him about his bullshit liar lunatic dotard,Negative
0, melania is smiling brightly  is she forced to appear in  public with the orange baboon ,Neutral
-1, you are such a hypocrite,Negative
1, you are a whore to the nra this blood is on your hands god will not forgive you,Positive
0, are those heroic people coming from his shithole countries is shitholedonnie praising his shitholeadministration again resist america atba ashamed to be american impeachtrump maga,Neutral
-5,  you are a zionist entrepreneur who calls terrorism all over the world and the world is a violent chaos you have financed the afghanistan talbani you are stirring the backs you have financed the kurds you have armed you now the same terrorism in the us and the blood of the whole,Negative
-2, who wrote this so each for you  it is such a lie since we see and hear your constant racist comments and actions  what a fake,Negative
1, this tweet is a nice change from what you usually have to say on race ,Positive
0, you can always tell when someone else writes trumps tweets lol,Neutral
-4, what are your policy suggestions to address the concerns of communities of color in america today what are you doing to stop racial profiling and police killing of unarmed black men about mass incarceration about racial disparity in schools and in school discipline,Negative
1, got nerve or what,Positive
4, there should be a national native american history month they deserve as much recognition  respect they were the st people of the us the st citizens of the land  st on american soil for approx  years before all others that deserves respect give that to them,Positive
3, good speech sir,Positive
1,  you are laughable sir you are a nationalist your father was a klansman and youre just full of bullshit,Positive
0, terroristloving america,Neutral
1,  i see youve made some new friends ,Positive
2, well spoken mr president,Positive
