Sentiment_Score,Tweets,Sentiment_level.score
2, obviously illegal immigrants thought crossing the border illegally was the right think to do at that moment in time however its not there right to just break any laws of the usa and do what they want lets grant  citizenship and make better border security to stop them again,Positive
1, grassley the lying gopnazi who licks your boots why would any sane person want to aid you in deporting people to concentration camps,Positive
3,  change laws protect each and every american above all else who cares what dems want not real americans,Positive
-1, if u were serious about helping the dreamers you would have signed the bipartisan bill i believe their is video of u saying bring me a bipartisan bill and ill sign it just another lie from the illegitimate president,Negative
-2, are you aware of the massive human smuggling operation that goes on every day people die getting deported is not good  your employer you or your family potus is trying to stop immigrates from be temped to cross border illegally by better border security,Negative
1, so it was okay for melanias family to emigrate but no one else,Positive
4, no jumping the line with chain mitigation or the lottery you have to apply and wait online just like all americas do at dmv i wish i could have just jumped over the wall and got my drivers license in america we wait on line pay the fee take a test  like civilized people,Positive
5, president trump wants all immigrants  stay here n be productive citizen its good  america he doesnt what to see u deported thats why he is trying to stop illegal migration to america with border security no one is stopping u from  apply for citizenship n  being welcomed here,Positive
-1, start with these sorry sob with no skill and came because their daughter is here illegally ,Negative
0, reverse all liberal immigration policies noamnesty nodaca nogainimmigration noillegals nytimes washingtonpost cnn msnbc ussenate ushouse susancollins maga politico,Neutral
0, you have demonstrated your respect for law enforcement  you can still escape to russia into putins arms  the doors are closing,Neutral
-2, enforce sanctions you fucking traitor,Negative
-1, senator gilibellie quit blocking the  settlements for transgender dreamers dont block our settlements like you blocked the bathroom please let us go to the bathroom and give us our settlements,Negative
